Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
18 däck,10,,0.52,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,1.00"
18x8 50 8 däck,10,,0.56,1.00,,,,"0.13,0.16,0.03,0.03,0.03,1.00,0.03,0.22,0.03,0.03,0.03,0.03"
20 däck,10,,0.50,1.00,,,,"0.04,0.04,1.00,0.54,0.04,0.04,0.04,0.04,0.15,0.04,0.19,0.04"
247 däck,10,,0.55,0.37,,,,"1.00,0.78,0.11,0.56,0.22,0.11,0.33,0.11,0.11,0.11,0.33,0.11"
24mx däck,10,,0.52,1.00,,,,"1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25"
3.50 10 däck,10,,0.55,1.00,,,,"1.00,0.22,0.11,0.11,0.22,0.11,0.11,0.78,0.11,0.11,0.22,0.11"
32 däck,10,,0.53,1.00,,,,"0.33,0.67,1.00,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33"
33 tums offroad däck,10,,0.59,1.00,,,,"0.67,0.33,0.33,0.33,0.33,0.00,0.67,1.00,0.33,0.67,0.33,0.33"
35 däck,10,,0.59,1.00,,,,"0.14,0.14,0.29,0.29,0.14,0.43,1.00,0.29,0.29,0.57,0.14,0.14"
4x4 däck,10,,0.74,1.00,,,,"0.43,0.14,0.29,0.14,0.43,0.43,0.14,0.71,0.71,1.00,0.14,0.14"
6.50 16 däck,10,,0.97,1.00,,,,"0.56,0.11,1.00,0.11,0.44,0.11,0.11,0.11,0.11,0.56,0.11,0.11"
88t däck,10,,0.68,0.84,,,,"0.14,1.00,0.29,0.14,0.14,0.14,0.14,1.00,0.14,0.57,0.14,0.14"
a däck,10,,0.53,0.29,,,,"0.02,0.02,0.02,0.81,0.04,0.02,0.10,0.02,0.02,0.02,1.00,0.04"
ab nya malmö bilverkstad och däck,10,,0.86,0.26,,,,"0.04,0.04,0.08,0.08,0.04,0.04,0.08,0.08,0.08,0.27,1.00,0.04"
abc däck,10,,0.51,0.96,,,,"0.67,0.33,0.33,1.00,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33"
abs däck o fälgar,10,,0.64,1.00,,,,"0.01,0.03,0.29,0.44,0.10,0.13,0.01,0.10,0.01,1.00,0.06,0.01"
abs däck och fälgar,10,,0.64,1.00,,,,"0.10,0.01,0.29,0.36,0.01,0.01,0.01,0.01,0.01,1.00,0.03,0.01"
ad däck,10,,0.51,0.15,,,,"0.11,0.11,0.56,0.22,0.11,0.11,0.22,0.11,1.00,0.11,0.11,0.11"
adventure däck,10,,0.60,1.00,,,,"0.14,0.29,0.14,0.14,0.14,0.14,0.14,1.00,0.71,0.14,0.29,0.14"
ahlbergs däck,10,,0.56,0.37,,,,"0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
alex däck & bilservice ab,10,,0.83,0.13,,,,"0.14,0.14,0.14,0.43,0.43,0.14,1.00,0.43,0.14,0.71,0.29,0.14"
alingsås däck och fälgcenter,10,,0.72,0.04,,,,"1.00,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00"
all around däck på vintern,10,,0.51,0.10,,,,"0.43,1.00,0.14,0.14,1.00,0.14,0.29,0.14,0.14,0.14,0.14,0.14"
allround däck eller friktionsdäck,10,,0.59,0.86,,,,"0.14,0.07,0.07,0.14,0.64,0.07,0.07,0.07,0.07,0.21,1.00,0.07"
allt om bilen däck,10,,0.79,0.46,,,,"0.11,0.11,0.11,0.11,0.22,1.00,0.44,0.33,0.33,0.11,0.11,0.22"
aluminium däck,10,,0.57,1.00,,,,"0.00,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.71,0.14,1.00,1.00"
amring däck,10,,0.58,0.37,,,,"0.14,0.14,1.00,0.29,0.14,0.14,0.14,0.29,0.14,0.43,0.71,0.29"
andrens däck,10,,0.58,0.10,,,,"0.04,0.08,0.12,0.04,0.04,0.08,0.04,0.04,0.04,0.04,1.00,0.04"
arlanda däck,10,,0.53,0.14,,,,"1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.33,0.11"
arninge däck och fälg,10,,0.57,0.21,,,,"0.14,0.14,0.14,0.14,0.29,0.43,0.14,0.14,1.00,0.14,0.14,0.14"
arninge däck och fälg spånga,10,,0.62,0.20,,,,"0.00,0.33,0.33,1.00,0.11,0.44,0.78,0.11,0.22,0.44,0.11,0.11"
aros däck & bilvård,10,,0.81,0.17,,,,"0.14,0.00,0.29,0.14,0.00,1.00,0.00,0.14,0.71,0.57,0.14,0.14"
aros däck och rekond,10,,1.12,0.18,,,,"0.07,0.07,0.79,0.36,0.07,0.29,0.07,0.29,0.07,0.07,1.00,0.14"
aroslund däck & rekond ab,10,,1.24,0.20,,,,"0.16,0.01,1.00,0.01,0.01,0.01,0.05,0.01,0.01,0.03,0.13,0.01"
aroslund däck och rekond,10,,0.81,0.28,,,,"0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11"
att byta däck,10,,0.82,0.27,,,,"0.22,1.00,0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.44,0.33,0.11"
atv däck sundsvall,10,,0.53,0.90,,,,"0.14,0.14,0.14,1.00,0.14,0.43,1.00,0.43,0.14,0.14,0.43,0.57"
audi a4 däck,10,,0.52,0.93,,,,"0.22,0.11,0.56,0.56,0.11,0.11,0.22,0.33,0.11,0.22,1.00,0.22"
audi a5 däck,10,,0.66,1.00,,,,"0.14,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.14,1.00,0.14"
audi däck och fälgar,10,,0.62,0.88,,,,"0.25,0.25,1.00,0.25,0.25,0.25,0.25,1.00,0.75,0.25,0.75,0.25"
auto däck,10,,0.74,0.89,,,,"0.11,0.11,0.11,0.44,0.11,0.11,0.11,0.11,0.11,0.33,0.11,1.00"
autodoc däck,10,,0.59,0.88,,,,"0.33,0.05,1.00,0.05,0.19,0.24,0.24,0.05,0.33,0.24,0.81,0.43"
avon däck sverige,10,,0.58,0.81,,,,"0.43,0.14,0.14,1.00,1.00,0.29,0.14,0.14,0.29,0.14,0.29,0.43"
backhans däck,10,,1.17,0.08,,,,"0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.10,1.00,0.24,0.05"
balansera däck göteborg,10,,0.57,0.51,,,,"0.20,0.20,0.40,1.00,0.20,0.20,0.40,0.20,0.20,0.20,1.00,0.40"
balansera däck maskin,10,,0.59,1.00,,,,"0.11,0.22,0.11,0.11,0.11,0.11,0.11,0.33,1.00,0.44,0.22,0.11"
balansera däck umeå,10,,0.56,0.63,,,,"0.14,0.14,0.29,0.14,0.71,0.14,0.43,0.71,0.14,1.00,0.14,0.14"
balansera däck uppsala,10,,0.59,0.66,,,,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.75,0.25"
balansera däck västerås,10,,0.67,0.83,,,,"0.60,0.20,0.20,0.20,0.60,0.20,1.00,0.20,0.20,0.20,1.00,0.20"
beg däck på fälg,10,,0.72,0.96,,,,"0.00,0.14,1.00,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.14,0.43"
beg fälgar och däck,10,,0.50,1.00,,,,"1.00,0.00,0.40,0.00,0.00,0.00,0.60,0.80,0.20,0.20,0.40,0.20"
begagnade däck haninge,10,,2.13,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.56,0.11,1.00,0.33,0.11"
begagnade däck hisingen,10,,0.54,0.80,,,,"0.01,0.08,0.01,0.67,0.10,0.24,0.02,0.03,0.36,0.82,1.00,0.01"
begagnade däck hjullastare,10,,0.55,1.00,,,,"0.44,0.78,0.11,0.22,0.33,0.56,0.11,1.00,0.22,0.11,0.11,0.11"
begagnade däck kungsbacka,10,,0.50,1.00,,,,"0.43,0.29,0.14,0.14,0.29,1.00,0.14,0.14,0.14,0.14,0.14,0.29"
begagnade däck och fälg göteborg,10,,0.63,1.00,,,,"0.60,0.20,0.40,1.00,0.20,0.20,0.20,0.20,0.80,0.20,1.00,1.00"
begagnade däck renault clio,10,,0.54,1.00,,,,"0.25,1.00,0.50,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.75,0.25"
begagnade däck skoda fabia,10,,0.52,0.97,,,,"0.11,0.56,0.11,0.22,1.00,0.56,0.11,0.56,0.11,0.11,0.44,0.33"
begagnade däck trollhättan,10,,0.95,0.71,,,,"0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20"
begagnade däck uddevalla,10,,0.69,1.00,,,,"1.00,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,1.00"
begagnade däck västerås,10,,0.55,0.29,,,,"0.07,0.07,0.07,1.00,0.07,0.07,0.07,0.07,0.07,0.07,0.21,0.07"
bergqvist däck,10,,0.68,0.23,,,,"0.78,0.00,0.11,0.11,0.11,1.00,0.56,0.11,0.11,0.11,0.11,0.44"
bergsjö däck,10,,0.61,0.14,,,,"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50"
beställa däck online,10,,2.13,1.00,,,,"0.80,0.40,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.80,0.20,0.20"
beställa däck till verkstad,10,,1.17,0.71,,,,"0.43,0.14,0.14,0.14,0.14,0.29,0.71,0.14,1.00,0.14,0.71,0.43"
beteckning däck,10,,0.64,0.36,,,,"0.43,0.14,0.14,0.14,0.14,0.14,0.29,0.29,0.14,1.00,0.14,0.14"
bil nilsson däck,10,,0.50,0.50,,,,"0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.75,0.25,0.50"
bil o däck,10,,0.62,0.15,,,,"0.80,1.00,0.20,0.20,0.20,0.20,0.20,0.60,0.20,0.20,0.20,0.20"
bil och däck skara,10,,0.60,0.08,,,,"0.03,0.22,1.00,1.00,0.06,0.03,0.03,0.03,0.03,0.53,0.53,0.03"
bildemo däck uppsala,10,,0.87,0.36,,,,"0.50,0.50,0.25,0.25,0.25,0.25,0.25,0.50,0.25,1.00,0.25,0.25"
bildeve däck,10,,0.54,0.32,,,,"0.14,1.00,0.14,0.29,0.57,0.14,0.14,1.00,0.14,0.14,0.29,0.14"
bilia byta däck,10,,0.76,0.31,,,,"0.02,0.05,0.81,0.19,0.02,0.07,0.07,0.03,0.02,1.00,0.36,0.02"
bilia däck erbjudande,10,,0.52,0.79,,,,"0.22,0.11,0.11,0.11,0.56,0.11,0.22,1.00,0.11,0.11,0.11,1.00"
biligaste däck,10,,0.66,1.00,,,,"1.00,0.57,0.14,0.14,0.43,0.14,0.14,0.29,0.43,0.57,0.14,0.43"
billdal däck,10,,0.63,0.23,,,,"0.29,0.53,0.06,0.06,0.12,0.06,0.12,0.12,0.06,0.06,1.00,0.18"
billiga 18 tums däck,10,,0.54,1.00,,,,"1.00,0.80,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20"
billiga allround däck,10,,0.64,1.00,,,,"1.00,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.43"
billiga bra däck,10,,0.66,1.00,,,,"1.00,0.50,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75"
billiga däck 20 tum,10,,0.50,1.00,,,,"1.00,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.33,1.00,0.00,0.33"
billiga däck 205 55r16,10,,0.56,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.22,1.00,0.22"
billiga däck 225 45r17,10,,0.62,1.00,,,,"0.22,0.11,0.33,0.33,0.11,0.33,0.11,1.00,0.11,0.11,0.11,0.11"
billiga däck 225 55 r17,10,,0.67,1.00,,,,"0.14,0.14,0.14,0.29,1.00,0.14,0.14,0.14,0.14,0.43,0.14,0.29"
billiga däck göteborg hisingen,10,,0.66,0.68,,,,"0.44,0.33,1.00,0.11,0.78,0.22,0.22,0.11,0.00,0.11,0.22,0.11"
billiga däck luleå,10,,0.57,0.56,,,,"0.20,0.20,0.20,0.20,0.20,0.80,1.00,0.20,0.20,0.40,0.20,0.60"
billiga däck lund,10,,0.58,1.00,,,,"1.00,0.20,0.20,0.60,0.20,0.20,0.40,0.20,0.60,0.20,0.20,0.20"
billiga däck med fälg,10,,0.73,0.64,,,,"0.14,0.14,0.43,0.14,0.14,1.00,0.29,1.00,0.14,0.14,0.14,0.14"
billiga däck sundsvall,10,,0.51,1.00,,,,"0.14,0.43,0.14,0.14,1.00,0.14,0.43,0.14,0.14,0.29,0.57,0.43"
billiga däck uppsala,10,,0.58,1.00,,,,"0.67,1.00,0.33,0.33,1.00,0.33,0.33,0.33,0.33,1.00,0.33,0.33"
billiga däck västerås,10,,0.70,1.00,,,,"0.60,0.20,0.40,0.20,0.80,0.60,0.40,0.20,0.20,0.20,1.00,0.20"
billiga kompletta däck,10,,0.91,1.00,,,,"0.14,0.14,0.14,0.43,0.14,1.00,0.14,0.29,0.14,0.14,0.14,0.43"
billiga moped däck,10,,0.50,1.00,,,,"0.20,0.60,0.40,0.20,0.20,0.40,0.20,0.20,1.00,0.40,0.20,0.60"
billiga suv däck,10,,0.53,1.00,,,,"0.14,0.14,0.14,0.14,1.00,0.14,0.43,0.14,0.14,0.14,0.43,0.14"
billiga året runt däck,10,,0.52,1.00,,,,"0.03,0.28,0.06,0.03,0.03,0.16,0.09,0.06,0.16,0.81,1.00,0.06"
bk däck,10,,0.57,0.25,,,,"0.05,0.05,0.19,0.81,0.10,0.05,0.05,0.10,0.24,0.05,1.00,0.05"
blocket däck köpes,10,,0.58,1.00,,,,"0.11,0.22,0.78,0.11,0.11,0.33,0.11,0.22,1.00,0.11,0.11,0.78"
blocket däck skåne,10,,1.42,0.16,,,,"0.64,0.14,0.07,0.07,0.07,0.07,0.07,0.36,0.14,1.00,0.79,0.07"
blocket stockholm däck,10,,0.55,0.54,,,,"0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.40,1.00,0.20,0.20,0.20"
bmw däck och fälgar,10,,0.51,1.00,,,,"0.33,1.00,0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.67,0.67"
bmw xdrive däck,10,,0.63,1.00,,,,"1.00,0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.33,1.00"
boholms däck,10,,0.58,0.16,,,,"0.12,0.02,0.02,0.36,0.02,0.12,0.02,0.02,0.08,0.02,1.00,0.02"
boka tid byta däck,10,,0.86,0.62,,,,"0.11,0.11,0.44,0.56,0.11,1.00,0.00,0.00,0.11,0.11,0.33,0.11"
bra bil däck,10,,0.70,0.76,,,,"0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.33,0.22"
bra däck,10,,0.69,1.00,,,,"0.15,0.04,1.00,0.42,0.19,0.04,0.04,0.04,0.19,0.04,0.08,0.04"
breda däck,10,,0.60,1.00,,,,"0.01,0.01,0.15,0.19,1.00,0.01,0.01,0.01,0.04,0.03,0.01,0.01"
breda däck bränsleförbrukning,10,,0.95,0.13,,,,"0.11,0.11,0.11,1.00,0.22,0.11,0.11,0.22,0.11,0.11,0.11,0.11"
bridgestone däck pris,10,,0.50,0.92,,,,"0.43,0.14,1.00,0.29,0.14,0.29,0.29,0.29,0.14,0.14,0.43,0.14"
bridgestone däck test,10,,0.57,0.97,,,,"0.14,0.29,1.00,0.14,0.14,0.14,0.29,0.14,0.14,0.71,0.43,0.29"
britax smile däck,10,,0.60,1.00,,,,"0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11"
bromma däck & bilservice,10,,1.41,0.13,,,,"0.20,0.20,1.00,0.20,0.40,0.20,0.20,0.80,0.20,0.20,0.20,0.20"
bromma däck och bilservice,10,,1.27,0.21,,,,"1.00,0.25,0.25,0.25,0.25,0.25,0.50,0.75,0.25,0.25,0.50,0.25"
brånshults däck,10,,0.72,0.19,,,,"0.09,0.09,0.18,0.09,0.09,0.09,0.18,0.18,0.18,0.09,1.00,0.09"
budget däck,10,,0.52,1.00,,,,"0.20,0.20,0.20,0.60,0.40,0.20,0.40,0.20,0.20,0.20,0.20,1.00"
bygga däck,10,,0.53,0.92,,,,"0.03,0.05,0.03,1.00,0.44,0.44,0.03,0.08,0.18,0.10,0.05,0.05"
byt däck billigt,10,,0.86,0.71,,,,"0.06,0.06,0.06,0.65,0.53,0.18,0.12,0.06,0.06,0.18,1.00,0.12"
byt däck nu,10,,0.76,0.43,,,,"0.20,1.00,0.40,0.20,0.20,0.60,0.20,0.40,0.20,1.00,0.20,0.20"
byt däck se,10,,0.69,0.68,,,,"0.09,0.09,0.18,1.00,0.18,0.09,0.18,0.09,0.09,0.64,0.09,0.09"
byta däck akalla,10,,0.78,0.39,,,,"1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00"
byta däck alby,10,,0.88,0.37,,,,"0.20,1.00,0.40,0.20,0.20,0.20,0.00,0.20,0.20,0.20,0.20,0.20"
byta däck angered,10,,0.64,0.62,,,,"0.29,0.06,0.41,0.06,0.18,0.06,0.06,0.06,0.12,0.06,1.00,0.06"
byta däck arlöv,10,,0.54,0.21,,,,"0.11,0.22,0.11,1.00,0.11,0.33,0.00,0.33,0.11,0.11,1.00,0.11"
byta däck arninge,10,,0.69,0.48,,,,"0.12,0.12,0.06,0.65,0.12,0.06,0.12,0.06,0.06,0.06,1.00,0.12"
byta däck audi,10,,0.65,0.31,,,,"0.33,0.67,0.33,0.33,1.00,0.33,0.33,0.67,0.33,0.33,0.33,0.33"
byta däck backaplan,10,,0.50,0.45,,,,"0.03,0.08,0.03,0.67,0.03,0.03,0.10,0.08,0.05,0.08,1.00,0.03"
byta däck bagarmossen,10,,0.90,0.60,,,,"1.00,0.33,0.11,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.22,0.11"
byta däck bandhagen,10,,0.85,0.41,,,,"0.22,0.00,0.33,1.00,0.11,0.33,0.11,0.00,0.11,0.11,0.11,0.22"
byta däck bilia,10,,0.76,0.44,,,,"0.14,0.29,0.29,0.14,0.29,0.14,0.71,0.14,0.14,0.14,1.00,0.14"
byta däck billigt,10,,0.86,0.71,,,,"0.35,0.04,0.04,1.00,0.04,0.04,0.04,0.04,0.04,0.04,0.81,0.04"
byta däck billigt malmö,10,,0.56,0.67,,,,"0.78,0.33,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.11,1.00,0.11"
byta däck billigt stockholm,10,,1.01,0.60,,,,"0.25,1.00,0.50,0.25,0.50,0.25,0.25,0.25,0.25,1.00,0.25,0.50"
byta däck biltema,10,,0.57,0.84,,,,"0.20,0.20,0.20,0.20,0.20,0.40,1.00,0.40,0.40,0.20,0.20,0.20"
byta däck boka tid,10,,1.05,0.12,,,,"0.14,1.00,0.14,0.29,0.14,0.00,0.29,0.14,0.14,0.14,0.14,0.14"
byta däck boländerna,10,,0.86,0.86,,,,"0.33,0.00,0.67,0.33,0.33,0.00,0.00,0.00,1.00,0.33,0.33,0.67"
byta däck bålsta,10,,0.53,0.38,,,,"0.04,0.08,0.04,1.00,0.35,0.19,0.04,0.04,0.08,0.65,0.42,0.04"
byta däck drive in,10,,0.92,0.20,,,,"0.33,0.00,0.33,0.33,0.33,1.00,0.33,0.00,0.00,0.33,0.67,0.33"
byta däck drop in stockholm,10,,0.97,0.52,,,,"0.18,0.09,0.27,1.00,0.09,0.09,0.18,0.18,0.09,0.36,1.00,0.18"
byta däck ekerö,10,,0.78,0.49,,,,"0.07,0.00,0.07,0.50,0.14,0.14,0.07,0.07,0.07,0.14,1.00,0.36"
byta däck elcykel,10,,1.14,0.59,,,,"0.12,0.06,0.06,0.12,0.06,0.12,0.24,0.12,0.06,0.18,1.00,0.06"
byta däck enskede,10,,0.68,0.57,,,,"0.14,0.00,0.14,0.14,0.14,0.29,0.14,0.00,0.29,0.14,1.00,1.00"
byta däck farsta,10,,0.90,0.49,,,,"0.07,0.07,0.36,1.00,0.21,0.07,0.07,0.21,0.07,0.21,0.79,0.14"
byta däck flygstaden,10,,3.06,0.28,,,,"0.05,0.05,0.05,0.05,0.05,0.05,0.00,0.00,0.05,0.05,1.00,0.05"
byta däck fruängen,10,,1.10,0.49,,,,"0.40,0.00,0.20,0.20,0.20,0.40,1.00,0.00,0.20,0.20,0.60,0.20"
byta däck frölunda torg,10,,0.63,0.42,,,,"0.13,0.10,0.18,0.67,0.08,0.13,0.03,0.03,0.00,0.18,1.00,0.03"
byta däck fälg,10,,0.79,0.29,,,,"1.00,0.40,0.20,0.20,0.20,0.60,0.20,0.20,0.40,0.20,0.20,0.20"
byta däck fälg pris,10,,0.50,0.43,,,,"0.43,0.71,0.14,0.14,0.29,0.14,0.14,0.29,0.14,0.14,0.14,1.00"
byta däck fågelsången vallentuna,10,,0.81,0.39,,,,"0.50,0.00,0.25,0.25,0.25,0.25,1.00,0.00,0.75,0.25,0.75,0.25"
byta däck globen,10,,0.97,0.63,,,,"0.33,0.11,0.11,0.22,0.11,0.11,0.44,0.22,0.00,0.56,0.11,1.00"
byta däck gråbo,10,,0.56,0.29,,,,"0.71,0.00,0.14,0.14,0.14,0.14,0.29,0.14,0.14,1.00,0.14,0.43"
byta däck gustavsberg,10,,0.59,0.44,,,,"1.00,0.44,0.22,0.11,0.11,0.22,0.56,0.44,0.00,0.11,0.11,1.00"
byta däck gärdet,10,,1.14,0.43,,,,"1.00,0.00,0.33,0.33,0.33,0.33,0.67,0.00,0.00,0.33,0.67,0.33"
byta däck gävle pris,10,,1.37,0.79,,,,"0.09,0.09,0.18,0.09,0.09,0.09,0.09,0.09,0.18,0.09,1.00,0.18"
byta däck gåsebäck helsingborg,10,,0.86,0.35,,,,"0.11,0.11,0.11,0.11,0.11,1.00,0.56,0.11,0.11,0.11,0.11,0.11"
byta däck göteborg billigt,10,,0.54,0.82,,,,"0.19,0.04,0.04,0.04,0.27,0.04,0.35,0.04,0.04,0.12,1.00,0.04"
byta däck göteborg söndag,10,,0.59,0.61,,,,"0.57,0.00,0.14,0.14,1.00,0.71,0.14,0.14,0.00,0.57,0.14,0.14"
byta däck habo,10,,0.55,0.57,,,,"0.75,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,1.00,0.25,0.25"
byta däck hagsätra,10,,0.68,0.41,,,,"0.50,0.00,0.50,1.00,0.50,1.00,0.00,0.00,0.00,0.50,1.00,0.50"
byta däck hallsberg,10,,0.56,0.71,,,,"0.23,0.18,0.03,0.05,0.03,0.03,0.03,0.03,0.18,0.08,1.00,0.05"
byta däck hedin bil,10,,0.99,0.34,,,,"0.00,0.22,1.00,0.78,0.11,0.11,0.00,0.33,0.11,0.11,0.11,0.22"
byta däck hemma,10,,0.81,0.97,,,,"0.02,0.12,0.07,0.36,0.05,0.05,0.03,0.02,0.15,0.02,1.00,0.12"
byta däck hemma hos dig,10,,0.68,1.00,,,,"0.20,0.20,0.80,0.40,0.20,1.00,0.60,0.80,0.60,0.40,0.40,0.20"
byta däck hjulinställning,10,,0.56,0.46,,,,"0.44,0.11,0.11,0.11,0.11,0.11,0.22,0.33,0.78,0.33,0.11,1.00"
byta däck huddinge,10,,0.65,0.51,,,,"0.01,0.01,0.13,1.00,0.19,0.06,0.01,0.01,0.01,0.03,0.15,0.01"
byta däck hur gör man,10,,0.79,0.48,,,,"0.33,0.11,0.78,0.33,0.11,0.11,1.00,0.11,0.22,0.11,0.11,0.11"
byta däck huskvarna,10,,0.54,0.41,,,,"0.09,0.09,0.09,0.27,0.09,0.09,0.09,0.09,0.09,0.45,1.00,0.82"
byta däck husvagn,10,,0.67,0.55,,,,"0.01,0.02,0.01,0.24,0.16,0.19,1.00,0.02,0.02,0.01,0.01,0.01"
byta däck hägersten,10,,0.59,0.19,,,,"0.18,0.06,0.06,1.00,0.24,0.06,0.18,0.00,0.06,0.06,1.00,0.06"
byta däck hälla västerås,10,,0.66,0.57,,,,"1.00,0.29,0.14,0.14,0.14,1.00,0.14,0.00,1.00,0.14,0.29,0.14"
byta däck hässelby,10,,0.82,0.49,,,,"1.00,0.14,0.29,0.29,1.00,0.14,0.00,0.00,0.57,0.14,0.14,0.14"
byta däck högdalen,10,,0.90,0.41,,,,"0.11,0.22,0.22,0.78,1.00,0.11,0.22,0.00,0.11,0.11,0.33,0.22"
byta däck högsbo,10,,0.52,0.43,,,,"0.07,0.14,0.07,0.21,0.14,0.07,0.07,0.21,0.14,0.07,1.00,0.21"
byta däck i falun,10,,0.51,0.50,,,,"0.00,0.00,0.11,0.11,0.11,0.00,1.00,0.11,0.00,0.11,0.11,0.22"
byta däck i göteborg,10,,0.82,0.41,,,,"0.11,0.22,1.00,0.22,0.11,0.11,0.33,0.00,0.11,0.11,0.11,0.78"
byta däck i helsingborg,10,,0.50,0.54,,,,"0.20,0.20,0.20,0.20,1.00,0.80,0.40,0.20,1.00,0.20,0.40,0.60"
byta däck i kalmar,10,,0.72,0.55,,,,"0.11,0.00,0.44,0.33,0.00,0.00,0.33,0.22,0.11,0.11,1.00,0.78"
byta däck i märsta,10,,1.37,0.69,,,,"0.57,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.00,0.14,0.14,1.00"
byta däck i södertälje,10,,0.87,0.42,,,,"0.07,0.50,0.07,1.00,0.07,0.00,0.07,0.07,0.07,0.07,0.07,0.07"
byta däck i uppsala,10,,0.97,0.83,,,,"0.11,0.11,0.11,0.11,0.00,0.00,1.00,0.11,0.11,0.11,0.33,0.11"
byta däck i växjö,10,,0.84,0.86,,,,"1.00,0.11,0.44,0.11,0.11,0.00,0.33,0.00,0.00,0.33,0.11,0.56"
byta däck ica maxi botkyrka,10,,0.79,0.30,,,,"0.06,0.00,0.06,0.06,0.29,0.00,0.29,0.06,0.06,0.06,1.00,0.06"
byta däck jakobsberg,10,,0.73,0.35,,,,"0.40,0.80,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,1.00,0.20"
byta däck johanneshov,10,,0.94,0.51,,,,"0.00,0.20,0.20,0.40,1.00,0.20,0.00,0.00,0.40,0.20,0.20,0.20"
byta däck järfälla,10,,0.89,0.35,,,,"0.07,0.07,0.07,1.00,0.07,0.14,0.29,0.07,0.64,0.07,1.00,0.07"
byta däck järfälla billigt,10,,1.36,0.46,,,,"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
byta däck kallhäll,10,,0.86,0.28,,,,"1.00,0.33,0.22,0.22,0.44,0.78,0.22,0.22,0.11,0.22,0.11,0.11"
byta däck kalmar billigt,10,,0.55,0.50,,,,"0.00,0.00,1.00,0.11,0.11,0.11,0.00,0.11,0.00,0.11,0.22,0.11"
byta däck kalmar pris,10,,0.53,0.49,,,,"0.18,0.00,0.18,0.09,0.09,0.45,0.27,0.18,0.45,0.09,1.00,0.09"
byta däck kista,10,,1.50,0.43,,,,"0.05,0.10,0.05,0.05,0.05,0.14,0.05,0.24,0.10,0.05,1.00,0.05"
byta däck knivsta,10,,0.55,0.48,,,,"0.03,0.03,0.03,1.00,0.09,0.03,0.06,0.03,0.03,0.16,0.53,0.03"
byta däck kortedala,10,,0.58,0.39,,,,"0.00,0.00,0.50,0.25,1.00,0.25,0.50,0.00,0.25,0.25,0.50,0.25"
byta däck kungens kurva,10,,0.86,0.46,,,,"0.07,0.02,0.02,0.66,0.03,0.02,0.02,0.02,0.02,0.02,1.00,0.02"
byta däck kungsholmen,10,,1.03,0.35,,,,"0.01,0.01,0.03,0.04,0.01,0.03,0.01,0.04,0.01,0.07,1.00,0.03"
